s1,s2,s3,s4,s5
33,36,35,38,34
38,35,36,38,34
36,33,33,38,34
34,37,34,37,37
33,34,37,33,34
36,33,33,37,37
37,33,36,37,37
35,37,37,33,33
36,38,34,36,34
36,36,36,33,35
38,35,38,37,37
35,34,34,36,36
37,35,37,33,36
35,37,33,33,38
35,33,33,36,37
33,34,36,35,33
34,35,37,36,38
33,36,36,33,37
37,36,37,37,34
36,36,37,35,36
36,37,36,35,36
36,38,34,34,33
34,36,34,34,38
35,38,38,35,36
38,33,34,38,35
38,35,38,36,33
36,34,33,38,33
33,34,36,34,37
37,36,38,35,38
37,36,37,36,37
35,34,36,36,36
34,36,37,34,35
33,35,38,37,34
35,35,33,38,34
37,38,38,38,36
35,37,37,38,38
38,38,36,36,37
37,33,34,38,36
36,33,35,35,38
33,33,37,38,36
34,34,37,38,37
36,35,34,36,33
33,36,34,38,35
38,38,36,38,36
34,36,34,38,34
36,38,35,34,36
34,36,33,38,33
35,38,38,33,33
33,37,38,33,35
38,35,37,37,36
37,38,36,36,34
33,33,34,37,33
35,36,38,37,34
35,38,37,35,36
35,35,37,37,33
35,37,37,36,37
38,33,33,35,37
33,34,36,33,37
35,37,33,38,37
34,33,33,34,35
35,36,35,37,34
33,35,36,37,38
33,38,34,36,38
38,35,35,35,36
38,38,38,34,34
33,37,38,34,37
38,33,38,33,34
37,35,34,38,35
35,33,36,35,38
37,34,37,35,33
36,38,36,36,34
36,34,34,35,33
36,38,33,35,35
33,34,37,36,35
35,33,33,38,33
33,33,38,34,38
33,33,35,35,37
37,38,33,38,35
33,33,33,38,33
37,34,35,35,34
34,34,33,38,35
33,36,35,33,36
35,37,37,35,35
36,36,36,36,38
33,35,36,36,33
33,36,34,36,37
35,35,35,34,35
34,38,36,34,38
38,38,37,38,38
35,35,38,37,34
36,37,38,34,38
33,38,37,34,34
37,34,38,33,33
36,37,35,37,36
36,36,38,35,36
36,36,36,38,35
35,33,38,37,34
33,35,33,34,36
36,37,33,34,33
38,33,38,34,38
38,37,36,37,37
34,34,35,35,38
37,35,34,36,37
36,37,38,34,37
36,37,38,35,36
34,33,38,33,37
36,34,34,33,33
38,35,33,36,37
37,38,33,35,38
35,33,37,36,38
35,33,34,35,36
33,33,33,36,37
35,37,36,33,33
38,38,33,37,36
37,34,38,38,35
35,38,37,37,34
34,33,34,38,35
37,36,35,38,34
36,33,38,34,37
38,38,36,36,33
34,35,34,38,35
34,34,38,37,36
35,35,34,37,37
36,36,35,38,36
33,38,36,36,33
38,37,33,36,36
38,35,35,36,38
36,35,33,36,35
35,33,35,35,37
35,37,37,33,36
34,35,36,37,36
35,35,33,33,36
38,36,36,37,37
33,33,37,35,33
34,37,34,34,33
35,37,35,35,34
33,34,36,34,37
33,35,38,33,33
33,35,33,37,34
38,35,37,37,36
38,36,36,38,34
36,38,33,33,33
38,38,36,37,35
34,38,36,36,34
37,33,34,33,38
36,34,33,33,37
33,38,35,38,34
36,35,37,36,36
33,34,35,34,38
36,34,35,35,38
34,36,38,36,37
37,38,34,36,37
35,33,34,34,33
38,35,38,34,38
36,36,34,34,34
34,37,35,34,38
33,36,34,38,37
38,37,33,36,33
34,37,33,34,38
38,38,36,35,34
38,34,34,37,37
33,38,34,33,35
36,35,33,33,33
36,38,38,35,34
33,33,34,38,35
34,33,37,33,33
33,33,34,35,33
34,34,37,37,37
37,34,37,38,34
37,37,36,36,37
37,33,38,33,34
33,37,34,35,33
38,34,34,38,34
35,38,34,36,36
36,37,38,38,33
38,33,37,34,38
37,33,36,35,38
38,33,35,33,36
34,35,37,37,38
38,36,35,38,38
35,33,37,38,33
34,37,37,37,37
36,38,38,33,34
38,36,36,37,36
33,38,35,37,36
37,34,38,37,38
33,35,33,37,34
38,33,35,34,36
36,35,34,37,38
35,35,36,35,33
33,35,35,33,35
34,33,37,38,35
37,35,36,35,33
38,37,38,36,35
36,35,36,33,34
36,34,34,34,35
35,36,33,36,38
37,36,35,36,35
38,36,35,38,37
35,38,35,34,38
37,37,36,36,37
34,35,33,35,38
34,35,36,34,35
38,34,38,34,36
34,35,36,38,38
34,36,37,36,36
37,35,35,35,36
36,34,38,33,37
37,36,34,36,38
36,36,33,37,33
38,36,34,37,35
38,33,34,36,37
37,37,36,38,33
35,38,34,33,37
37,38,37,36,34
35,33,36,36,36
33,35,38,35,37
33,34,34,34,34
36,35,38,33,36
34,36,33,37,35
38,35,35,36,38
36,33,38,34,35
38,34,33,34,37
35,33,37,37,36
37,38,33,33,37
37,34,35,38,38
35,33,38,33,35
35,36,36,33,38
33,37,33,34,33
35,36,37,35,34
36,34,37,33,33
33,35,38,33,33
34,35,33,34,34
37,38,34,37,33
33,38,36,33,34
37,37,33,38,37
33,34,37,36,33
37,33,38,37,33
34,33,34,34,33
33,34,36,35,35
35,35,36,33,36
38,38,36,36,34
34,37,33,36,36
36,37,35,34,38
38,38,37,33,37
38,38,37,37,35
38,36,33,37,37
37,35,38,34,36
38,34,37,37,35
37,34,37,35,35
35,37,38,38,34
36,33,35,33,34
38,33,37,34,33
33,38,35,37,38
37,38,38,36,38
33,35,37,34,33
35,38,36,37,36
38,38,33,33,35
35,38,37,34,35
38,36,35,38,34
34,33,35,36,37
36,38,34,34,34
36,37,33,37,36
35,36,34,38,37
33,33,33,36,36
34,33,35,37,37
34,33,35,36,34
38,33,35,38,35
34,38,35,36,36
34,37,33,36,38
37,38,35,36,37
38,35,38,35,36
37,34,35,37,35
37,35,36,36,36
38,34,36,37,34
35,33,38,37,33
34,34,34,33,34
38,33,38,38,36
33,34,34,35,34
36,35,34,35,38
35,36,35,37,36
34,35,38,38,38
36,33,33,33,37
38,37,37,35,35
38,33,35,37,37
33,36,36,35,35
34,37,36,37,34
33,37,38,34,34
35,35,34,38,34
36,36,35,36,34
34,38,36,33,36
33,38,37,37,36
34,35,34,36,35
33,33,37,34,35
38,38,33,33,33
35,34,34,38,34
36,37,35,36,37
34,34,33,33,37
35,38,37,36,35
36,35,36,34,34
34,33,33,33,33
35,36,36,33,35
33,38,38,36,38
33,36,38,33,38
33,33,36,34,37
37,36,36,34,37
33,33,33,36,36
33,35,38,34,38
36,33,34,33,38
38,36,35,35,37
37,37,34,33,36
38,35,36,33,34
33,35,37,34,37
36,37,37,36,34
38,37,36,35,34
35,33,33,33,34
38,34,38,33,37
33,37,37,33,36
36,34,38,36,36
37,38,34,36,33
37,33,36,37,38
38,35,35,34,33
37,34,36,38,35
33,36,33,34,37
35,36,35,38,36
33,35,34,35,35
35,38,35,34,35
36,33,37,34,33
37,34,36,35,33
36,38,34,35,33
38,38,36,37,37
33,37,38,37,34
37,34,38,38,36
38,34,38,37,36
35,34,33,34,34
36,38,35,38,33
35,38,35,35,37
36,36,37,35,36
34,36,33,37,38
37,33,35,33,37
38,37,33,38,37
33,34,38,36,37
36,38,35,35,34
36,35,33,37,38
33,33,38,35,35
33,33,36,33,36
37,35,38,36,34
36,35,38,35,37
37,34,37,36,34
34,36,36,38,34
36,38,33,36,37
36,38,33,33,36
33,38,36,37,34
34,37,35,34,35
35,37,33,37,38
36,35,36,35,36
38,37,37,34,37
37,37,36,35,35
36,38,38,33,38
37,35,37,36,34
36,34,37,38,33
36,33,35,36,34
38,33,35,36,38
36,38,33,33,37
33,38,33,38,35
38,36,33,35,36
35,37,37,33,37
33,34,35,33,35
38,35,33,35,37
35,34,36,35,38
37,36,34,34,35
33,33,33,35,34
36,33,37,36,35
38,35,33,34,35
36,36,35,36,36
37,33,34,34,36
38,35,37,34,34
35,35,38,34,37
33,33,36,33,36
37,33,33,36,35
34,36,35,34,34
35,36,35,37,33
35,35,37,34,37
34,37,33,33,35
37,38,34,37,38
37,37,37,36,34
33,37,34,34,34
33,38,36,37,34
38,35,35,36,36
36,34,34,33,38
36,34,34,33,36
34,36,37,36,37
34,36,35,34,36
33,35,33,37,33
38,33,34,37,37
38,36,36,33,34
38,36,34,38,38
36,35,37,34,33
33,33,33,35,37
37,33,36,37,36
36,38,34,35,35
35,35,35,34,38
36,36,33,36,33
38,33,37,38,37
37,36,36,33,35
34,33,34,35,34
33,38,35,33,37
38,36,36,33,35
37,38,33,38,36
5,10,0,19,19
0,9,0,9,30
10,20,30,16,2
24,10,10,11,15
2,27,27,31,10
28,18,17,26,7
13,11,6,7,27
10,4,8,5,16
14,10,15,12,3
12,21,14,1,9
17,14,21,25,0
30,20,3,30,18
20,13,27,18,20
16,23,27,31,17
2,1,15,7,22
12,21,21,8,1
0,4,14,5,10
9,1,15,27,0
30,23,28,18,15
19,2,25,29,15
15,28,29,1,21
10,11,20,20,29
14,20,19,29,19
30,26,29,3,13
28,31,7,26,29
18,24,28,6,31
14,4,24,10,8
5,1,29,15,4
10,18,10,1,26
6,5,0,17,25
16,31,2,6,15
18,13,14,14,31
18,30,1,29,28
5,22,8,27,19
20,18,22,2,22
13,16,7,9,9
28,16,8,4,23
9,25,21,2,28
16,0,4,20,0
19,29,27,17,19
20,26,2,9,13
5,7,23,29,0
31,28,13,22,12
31,23,18,16,29
27,4,7,10,9
7,23,24,0,25
22,8,26,28,27
29,31,21,19,15
25,5,4,9,20
2,14,4,9,8
28,5,18,30,21
10,0,17,23,26
3,28,15,12,1
24,9,10,22,12
16,3,3,6,19
6,26,27,23,29
6,8,24,26,6
14,12,9,22,4
13,24,19,17,7
5,12,8,18,16
15,5,7,15,29
13,29,26,15,19
26,5,25,8,14
27,0,0,23,30
7,6,15,3,23
11,30,14,27,30
7,8,16,17,9
3,31,18,23,23
14,29,19,29,5
13,22,23,28,12
12,18,23,13,24
20,28,22,14,7
10,1,31,30,14
3,1,25,24,1
10,8,21,21,10
26,7,17,6,23
31,21,8,31,15
11,12,26,1,22
5,3,31,27,19
16,31,25,0,0
26,13,23,19,10
9,2,31,30,8
3,2,14,14,11
18,12,27,16,29
13,15,3,4,9
24,29,12,17,15
22,8,4,17,30
12,15,12,19,11
3,3,25,27,13
9,11,26,2,4
30,17,19,1,24
10,23,13,13,7
3,9,11,0,16
0,25,13,5,26
7,1,5,14,10
5,6,31,15,28
21,24,13,21,16
13,18,17,19,25
9,3,29,3,3
31,12,21,1,21
14,31,19,2,20
31,31,3,22,14
1,12,11,13,12
19,16,21,28,20
6,24,25,14,13
4,22,5,29,27
3,21,4,6,16
8,14,31,6,14
4,5,22,14,7
12,11,10,12,28
26,16,30,19,15
25,0,22,6,4
16,13,27,27,29
13,31,28,10,23
22,0,7,29,8
31,13,22,4,19
7,23,4,15,14
7,16,2,25,25
18,28,20,5,15
19,24,24,9,29
24,10,17,7,30
13,11,25,21,21
13,18,21,0,17
16,25,5,5,29
26,18,27,16,12
26,30,20,0,21
31,23,24,25,15
31,1,17,15,19
1,3,16,27,15
2,30,2,4,13
27,30,11,20,14
21,11,16,30,7
2,17,2,7,24
27,12,17,5,6
13,24,25,0,22
17,22,9,27,22
31,3,24,7,6
22,0,1,20,20
28,0,25,26,5
22,13,27,0,30
9,4,17,6,27
0,30,7,29,19
5,9,13,0,21
25,31,24,19,20
16,8,3,14,14
7,27,15,13,14
7,1,30,23,29
5,11,14,17,1
12,19,12,26,31
1,28,25,22,1
27,24,1,27,7
0,1,0,9,28
6,9,23,26,3
17,14,2,11,23
24,21,10,21,6
31,6,14,11,7
19,18,18,15,21
27,17,16,22,30
24,14,15,6,27
4,25,21,22,12
24,31,20,8,11
0,16,8,6,5
3,3,0,6,21
1,28,12,25,1
0,11,17,7,30
20,3,27,16,8
14,12,12,31,14
9,22,29,8,10
16,20,30,11,1
20,22,2,16,2
30,16,8,8,4
31,3,11,13,13
23,22,4,17,4
21,27,27,27,6
8,28,29,29,7
21,16,12,19,21
3,12,30,4,21
2,19,13,28,22
6,15,8,29,15
30,29,26,19,24
9,20,4,25,0
15,19,0,23,26
19,23,5,24,3
23,3,0,10,7
13,24,5,21,6
26,5,22,3,1
9,21,7,17,27
1,2,28,26,11
1,2,28,0,18
4,25,20,6,12
9,5,5,1,23
30,15,9,18,23
4,25,0,24,23
24,6,8,19,7
7,26,9,18,30
0,2,30,2,13
31,23,31,15,25
4,28,25,5,23
23,1,15,31,25
6,4,19,31,4
21,20,14,19,14
14,16,22,0,3
23,29,0,4,13
20,22,13,20,17
22,14,14,7,6
27,0,31,4,22
4,15,18,14,7
17,19,2,14,21
2,3,11,17,15
5,11,20,26,7
28,28,17,15,14
12,11,14,12,30
11,10,2,25,18
26,5,24,20,2
9,27,26,1,17
15,14,30,16,24
4,13,31,3,2
24,11,8,21,2
28,6,6,11,1
12,1,25,16,0
11,9,4,16,26
10,17,13,27,17
31,26,2,17,15
25,30,20,28,21
19,11,10,23,4
31,16,4,15,14
3,29,5,26,9
7,7,18,11,9
11,6,28,18,24
22,4,8,9,7
19,1,21,18,22
26,28,18,11,13
12,21,29,29,26
19,13,26,20,30
5,4,31,19,16
30,21,4,24,18
11,7,2,2,7
6,7,20,3,16
25,25,28,13,31
3,17,20,24,2
13,27,23,20,26
14,25,6,17,2
29,7,27,26,21
29,30,22,23,17
2,19,29,25,11
28,16,6,31,15
1,7,8,7,16
20,5,14,16,23
5,6,13,5,2
27,0,4,3,8
6,11,23,7,0
18,30,13,17,5
2,17,1,1,23
22,25,14,0,9
6,1,22,27,15
27,22,1,25,10
7,31,6,21,31
15,2,5,22,14
9,15,16,9,25
3,10,13,13,27
15,30,9,31,15
16,18,15,11,13
21,14,17,22,8
0,4,1,27,19
31,28,4,0,31
20,10,19,31,9
29,8,4,22,24
8,2,28,9,18
7,11,12,26,18
4,21,2,27,14
5,24,1,25,25
17,12,4,21,12
0,7,18,5,18
20,3,0,6,31
29,10,12,12,8
26,15,12,0,2
24,4,29,20,29
22,18,17,31,26
16,12,3,2,3
20,19,31,25,19
6,13,13,7,4
9,13,28,20,22
29,13,13,29,25
18,27,22,0,26
13,18,31,0,24
11,30,6,21,4
2,17,25,2,13
26,18,8,12,20
8,24,8,26,8
20,23,7,19,30
5,17,1,18,26
14,28,28,19,8
12,16,21,18,4
25,0,21,5,23
7,23,31,18,27
10,29,22,20,28
0,4,3,27,8
30,16,11,14,15
5,28,18,12,21
25,16,4,17,14
5,1,31,29,24
31,20,1,14,23
30,5,21,14,0
28,31,14,24,6
30,18,10,10,25
19,29,2,11,21
5,11,22,23,7
18,8,22,28,28
5,5,16,28,10
21,17,22,10,8
11,6,11,11,20
23,9,10,4,17
24,26,31,5,22
7,30,2,24,4
11,24,18,10,23
1,12,30,9,19
1,19,6,6,12
1,7,30,22,11
16,5,3,30,21
25,13,30,4,7
3,13,16,7,30
20,16,1,7,28
31,28,31,30,14
23,20,27,18,6
17,13,10,7,26
6,23,4,5,20
6,27,5,19,17
30,9,6,10,18
12,3,3,4,21
6,4,1,23,9
2,26,16,6,8
17,26,18,21,22
31,5,6,25,22
6,4,4,9,16
4,8,24,19,4
23,14,5,23,12
3,10,15,27,22
6,10,24,24,15
3,12,0,9,31
4,12,7,13,2
10,19,12,30,10
5,16,13,12,15
0,13,28,20,5
20,31,2,31,9
25,21,29,13,28
11,5,4,6,14
0,14,23,23,18
30,27,17,26,14
20,29,2,16,29
31,30,5,25,20
13,28,17,0,28
28,21,8,25,1
22,8,29,7,7
6,2,27,28,14
6,20,24,15,14
11,15,6,27,27
15,31,21,14,3
25,12,28,27,23
3,9,21,19,5
23,24,22,6,20
20,23,27,22,20
31,6,21,9,31
4,12,30,21,3
29,28,25,16,7
14,18,22,17,8
30,19,8,26,30
11,23,12,10,18
20,5,16,5,16
3,6,8,7,8
6,2,20,30,20
0,24,6,19,27
9,16,12,15,8
17,5,13,16,30
7,14,28,6,12
5,16,27,10,7
14,29,22,21,10
15,10,27,27,29
12,25,10,8,30
24,27,1,22,12
14,1,4,6,21
29,9,15,29,30
26,15,4,3,19
28,5,14,25,20
8,16,31,7,8
13,26,3,20,20
22,27,13,25,20
26,10,11,26,11
15,22,1,3,20
21,17,2,26,27
30,8,2,14,30
15,26,5,20,23
3,4,2,3,25
21,11,18,18,1
7,11,18,26,21
26,21,9,12,10
27,5,0,8,13
15,23,15,12,0
7,3,31,21,6
0,1,22,12,0
12,6,12,24,24
9,1,31,11,27
9,11,17,26,30
19,3,5,17,2
9,19,26,14,26
18,12,20,27,18
22,4,13,24,9
21,12,24,18,31
20,8,17,16,14
13,15,8,21,17
0,13,18,27,8
31,2,31,3,28
1,17,11,4,12
29,29,11,22,27
23,28,26,12,12
24,30,17,22,30
7,10,2,9,0
9,0,13,25,10
23,2,17,28,24
12,16,18,5,4
9,30,5,3,12
11,25,27,29,1
10,14,4,17,2
8,25,27,7,20
8,13,30,25,11
21,29,28,30,14
31,8,18,28,30
3,10,27,10,21
5,24,29,6,21
0,25,18,11,22
18,19,31,22,6
21,9,10,21,13
10,4,31,27,23
30,3,31,18,9
11,22,17,17,13
16,7,11,26,22
6,17,21,22,21
21,9,19,26,8
24,12,11,30,26
11,23,26,29,1
12,19,24,24,24
17,1,3,22,10
18,29,15,21,14
11,28,12,31,28
6,8,24,5,11
27,20,21,26,1
5,9,28,22,24
25,15,25,12,28
20,0,24,6,29
20,7,22,29,20
20,25,2,5,27
18,31,0,28,5
10,27,13,14,21
2,24,20,22,9
8,20,19,31,26
7,5,7,0,9
5,7,17,7,7
25,19,22,27,30
29,12,4,10,29
12,25,8,17,12
13,18,22,28,15
6,2,22,7,14
0,21,0,6,15
5,9,15,14,9
8,5,27,21,31
21,29,5,11,5
2,30,16,17,9
6,13,9,4,10
15,8,19,19,15
23,3,1,31,3
24,27,2,16,23
3,25,1,31,26
29,29,9,2,7
17,19,23,12,10
22,16,31,17,6
13,27,28,14,14
19,1,15,19,13
10,21,25,1,2
31,5,26,3,31
27,5,20,30,18
23,5,27,12,11
22,5,22,26,4
16,23,2,10,15
17,19,10,14,10
21,9,7,15,13
3,19,21,20,7
6,0,7,10,8
15,7,8,25,1
25,1,31,29,15
17,25,19,23,17
9,29,30,11,4
7,12,1,6,6
11,22,17,13,20
5,16,12,23,2
16,6,25,22,7
2,16,13,12,13
20,7,29,3,29
0,31,28,7,18
7,7,25,17,24
21,19,7,2,30
16,29,9,23,14
0,21,22,30,6
4,26,15,20,28
13,8,26,22,0
2,5,21,28,0
19,22,0,30,8
31,18,4,10,5
17,12,2,10,14
17,18,9,27,28
8,19,22,2,28
9,26,31,10,22
31,3,9,1,7
18,30,17,14,30
11,12,19,25,27
21,8,17,29,7
31,8,30,0,28
24,30,17,7,2
19,29,26,20,16
14,10,24,24,11
21,7,4,8,3
14,8,7,13,17
18,6,9,7,3
21,22,2,14,11
11,8,31,25,26
14,6,1,15,20
10,29,18,9,7
12,3,12,16,17
0,31,7,5,23
1,18,10,17,31
14,29,23,25,28
27,20,23,1,24
29,1,28,9,16
1,31,28,30,4
12,23,10,0,22
14,20,15,3,2
22,20,25,10,23
21,28,23,1,2
31,0,24,19,4
2,28,12,9,31
18,12,1,31,12
15,6,9,28,7
23,29,31,21,14
7,16,30,28,11
2,12,5,4,14
22,0,24,7,0
4,22,6,6,13
11,27,28,14,27
27,24,23,15,28
9,6,9,10,5
25,16,23,14,0
18,7,9,5,15
8,0,21,15,21
4,29,2,17,20
31,3,10,25,23
28,17,17,21,10
22,9,8,29,6
11,31,29,10,16
23,4,20,21,11
7,14,1,10,25
10,14,13,11,5
16,14,16,26,8
30,21,23,31,7
17,3,7,4,11
28,19,3,15,11
0,2,15,26,1
8,26,10,29,10
28,27,3,4,0
28,2,29,9,0
16,28,12,6,23
16,14,12,7,14
21,9,15,4,31
2,24,27,25,15
21,3,3,1,1
21,22,14,28,2
0,10,4,30,10
10,29,27,1,22
27,16,12,15,26
26,15,4,29,15
9,6,1,16,16
6,24,1,20,7
9,7,28,2,8
6,19,7,15,8
20,7,2,13,29
30,1,2,24,0
13,4,1,9,5
1,17,19,12,16
17,23,30,31,11
5,31,6,30,8
18,21,2,29,5
18,12,25,10,23
31,31,6,7,6
6,15,10,20,25
24,18,14,1,19
1,8,4,6,12
22,8,22,12,10
18,18,7,4,30
25,30,20,17,6
14,14,25,11,20
3,7,22,22,5
8,19,21,8,18
18,30,9,16,11
3,13,28,17,19
28,21,15,13,8
13,26,5,25,23
9,18,9,29,3
8,20,29,29,4
19,15,12,15,11
9,19,30,10,4
0,8,18,17,9
3,18,0,1,25
30,22,26,23,27
4,5,11,22,20
19,7,21,17,19
29,8,21,13,16
14,20,21,5,30
16,10,16,20,29
0,16,3,1,11
28,14,27,14,21
22,8,13,7,2
23,17,26,30,24
26,7,18,31,30
31,28,2,4,15
2,6,1,17,4
13,22,5,23,27
4,28,19,17,3
4,29,0,20,16
20,3,21,3,0
20,8,22,7,28
16,18,5,19,9
27,19,30,25,23
18,11,8,12,5
2,17,9,7,25
31,0,17,5,27
0,13,4,12,24
13,9,11,30,8
16,17,16,12,7
28,9,26,5,5
27,31,1,29,20
2,10,2,18,14
31,24,15,30,4
8,28,19,0,30
9,24,10,3,15
30,20,31,2,30
7,8,3,17,8
26,12,23,16,31
4,20,20,7,22
10,5,0,5,21
25,17,31,19,16
27,17,13,21,14
14,19,16,10,1
10,17,26,27,1
3,11,20,20,21
5,16,22,0,3
14,6,8,14,0
22,0,20,19,0
19,18,18,3,24
9,1,14,31,4
5,27,10,5,11
20,27,3,13,14
8,17,27,16,2
24,13,13,11,24
24,10,24,1,5
25,20,22,26,2
9,18,14,15,23
3,11,19,20,21
18,14,20,9,26
11,29,1,13,21
7,26,29,1,5
15,5,24,24,13
13,19,11,27,2
16,10,24,11,28
25,14,9,19,3
22,18,21,23,12
7,14,2,7,6
22,24,12,21,17
5,22,10,30,1
13,22,19,9,6
31,3,27,10,9
17,14,17,10,9
5,24,9,14,28
21,15,13,31,7
27,3,25,1,3
18,10,24,10,21
22,19,12,21,20
13,22,1,24,22
30,12,31,0,8
30,21,27,8,17
7,8,6,22,18
31,4,28,28,8
4,28,8,18,8
23,21,16,14,29
30,5,26,18,21
31,19,7,29,13
4,18,14,28,25
25,20,13,10,21
28,19,8,4,1
27,27,16,5,11
12,24,10,22,7
9,3,16,27,28
25,25,15,0,23
2,15,20,19,3
4,25,25,10,12
26,28,21,8,27
10,9,12,29,12
19,10,27,24,24
17,21,7,0,27
3,13,13,21,25
20,15,7,19,12
20,16,31,31,20
29,18,11,24,14
28,29,10,29,8
10,19,24,3,23
30,26,2,8,17
30,23,2,16,26
14,22,14,26,19
8,19,3,17,21
10,18,30,13,25
10,17,22,13,30
2,12,26,0,8
28,8,18,26,25
1,25,16,7,1
0,24,26,29,23
29,20,28,25,7
14,23,27,22,30
1,26,4,2,5
19,30,6,29,31
13,25,26,28,11
9,22,20,28,10
13,17,22,4,23
15,26,16,31,8
18,4,19,20,15
12,17,24,31,6
0,8,11,25,20
4,29,24,16,31
4,13,20,13,21
7,14,26,13,26
27,29,27,13,25
23,31,17,29,11
21,5,28,11,8
21,5,17,9,19
6,14,24,10,0
0,15,30,0,1
17,21,21,25,14
30,29,21,17,7
3,10,6,13,20
12,28,22,20,20
1,7,8,7,20
25,21,10,30,3
20,28,20,11,26
3,24,25,17,27
28,2,10,2,20
14,24,15,23,18
9,0,25,0,0
26,6,11,31,24
27,18,22,12,6
11,6,0,17,6
19,29,12,14,0
1,12,9,25,13
17,25,5,23,14
12,14,12,6,5
5,24,29,20,28
15,29,5,25,23
9,6,0,3,1
4,14,10,9,1
31,30,31,0,24
17,21,30,29,7
18,26,12,24,14
21,3,8,31,18
20,20,8,15,6
10,21,30,8,7
18,8,11,2,14
1,26,2,29,26
27,29,4,3,21
28,0,31,25,10
18,20,17,15,22
31,7,8,31,29
29,14,10,31,2
25,8,23,5,9
8,25,12,24,7
0,26,9,7,5
9,31,17,29,6
23,6,2,20,20
17,27,20,13,7
20,5,2,22,15
7,10,31,8,31
18,10,21,19,19
27,28,11,9,22
29,11,4,28,4
27,31,18,2,14
12,29,11,23,31
21,6,5,8,10
3,25,28,2,27
2,19,22,14,8
11,1,20,7,8
13,12,1,2,31
23,13,22,14,27
11,25,6,12,2
8,28,16,26,27
29,14,23,4,12
10,20,0,29,1
5,10,10,13,30
10,20,27,17,23
13,20,2,4,17
21,2,1,6,2
10,30,17,10,2
15,27,3,1,14
7,19,28,6,12
15,18,16,14,17
21,21,29,0,7
4,15,10,23,15
15,13,8,2,27
22,25,28,9,0
6,19,12,10,27
2,25,2,7,26
29,14,27,8,6
17,8,0,13,3
26,18,22,6,19
20,16,0,6,22
21,17,9,12,29
3,25,25,12,31
20,31,10,6,28
9,15,30,28,16
11,26,22,9,18
12,16,19,6,21
22,30,8,22,5
13,22,9,8,26
31,23,1,30,10
31,28,26,23,27
18,3,5,29,3
28,3,24,20,2
24,16,20,3,28
18,12,27,31,7
1,2,31,3,20
31,8,29,1,19
25,4,15,17,19
8,3,27,17,27
6,0,29,9,19
8,20,16,3,8
29,14,29,20,12
26,1,17,22,14
0,20,15,8,4
19,27,25,16,27
22,3,4,25,19
12,2,1,8,17
12,19,19,21,18
14,21,17,3,31
6,2,17,4,27
12,12,25,26,29
10,14,14,22,23
21,3,1,24,31
30,9,26,30,1
17,0,31,19,16
1,3,4,15,15
5,7,10,29,5
9,4,26,5,23
0,18,19,2,1
11,23,2,2,29
28,14,10,15,0
0,26,30,22,29
19,21,19,11,16
3,2,21,1,18
17,9,17,23,21
22,11,5,1,17
27,0,4,16,21
14,23,10,13,16
22,30,9,20,20
15,5,30,20,14
17,3,5,23,28
13,12,28,16,0
18,17,30,26,3
5,10,2,28,19
18,20,24,16,2
26,17,21,31,7
16,13,26,10,7
27,30,3,20,23
1,9,21,18,1
26,20,31,28,23
30,4,2,12,13
27,24,19,7,16
2,17,22,12,29
30,19,8,15,2
7,14,25,21,31
10,2,13,20,1
1,16,17,3,31
1,30,9,7,23
5,16,6,12,1
22,14,18,18,1
24,0,11,13,13
1,15,31,1,24
8,24,13,19,1
14,2,11,11,0
21,1,30,23,13
14,20,17,6,11
9,17,23,22,16
4,31,20,21,30
29,15,28,6,5
15,30,5,12,9
24,5,8,0,9
3,15,6,29,18
22,20,2,16,24
10,16,20,3,18
20,8,3,25,1
4,13,12,31,12
5,6,26,18,5
12,16,11,0,25
21,6,0,12,21
15,26,3,4,13
24,17,31,14,21
2,7,31,20,23
29,13,13,20,24
0,4,9,2,29
23,31,19,17,15
4,13,18,11,21
30,11,15,2,9
16,12,1,18,12
24,5,21,2,10
0,0,7,26,20
0,16,29,15,17
24,22,15,27,25
29,26,10,1,5
10,23,0,21,28
30,4,0,0,16
24,22,12,17,10
2,24,25,17,6
22,27,10,18,31
30,12,11,2,22
25,19,17,31,5
0,27,9,14,26
30,31,22,5,30
11,16,7,12,0
30,18,5,18,9
29,3,27,22,4
30,5,4,26,24
0,0,7,11,8
2,22,18,22,2
3,7,18,0,18
4,24,30,9,8
31,18,11,30,21
27,1,29,1,3
10,26,0,18,0
7,29,8,24,16
20,21,3,29,28
21,7,3,4,7
0,18,5,13,13
9,7,16,20,12
20,15,28,20,8
12,8,22,6,29
14,5,9,29,28
16,25,20,23,16
26,15,30,11,25
13,5,16,0,27
14,2,15,23,3
11,19,7,7,11
18,6,18,2,14
19,15,10,13,12
1,21,12,16,27
11,14,15,31,7
17,9,14,10,17
3,16,21,12,30
29,20,21,6,13
5,0,6,25,1
9,6,2,3,30
18,11,22,6,20
13,24,1,31,0
1,15,15,14,6
18,0,30,5,14
5,15,9,11,6
26,15,30,24,4
23,3,6,7,1
15,3,26,31,31
11,25,22,25,17
7,1,2,0,31
17,18,13,22,28
15,11,13,31,6
13,15,25,7,7
21,6,11,23,0
11,18,29,10,4
17,10,22,16,9
30,1,31,0,30
28,21,12,26,13
15,27,5,28,26
30,11,13,29,25
24,19,27,8,22
23,26,30,23,6
27,4,14,0,31
16,17,31,23,13
17,11,25,22,31
19,13,25,9,27
9,3,29,12,5
12,13,30,8,5
